Name;Jahr;Sektor;Payout;PayoutVJ;Quote;ROA;FCFUE;lnUEWachs;lnInv;lnFKQ;lnCash;lnGK;lnUE;lnMK;lnAnalyst;Float;ARP;lnKBV;Abgeltung
EVOTEC AG;2007;Health Care;0;0;0;-0,12909;-0,226223044;-0,457526592;0,013883751;0,05186733;-1,429750864;5,493567488;3,703152113;5,545157796;2,197224577;0,810221445;1;0,419641198;0
FABASOFT AG;2007;IT;0;1;0;0,058833;0,020620186;0,147424682;0,056282165;0;-0,419141531;3,51693388;3,231397105;3,748022141;1,098612289;0,992460463;0;0,688417105;0
FIELMANN AG;2007;Consumer;1;1;0,06356317;0,133476;0,104956162;0,078465464;0,073027961;0,038671524;-1,634232493;6,279055991;6,675712245;7,596129387;2,63905733;0,289904762;0;1,645547773;0
FRAPORT AG;2007;Industrials;1;1;0,049065022;0,055614;0,019124026;0,025558579;0,098364392;0,179425701;-1,915410193;8,365090413;7,670381879;8,569885986;3,135494216;0,316376954;0;0,817733032;0
FRESENIUS MEDICAL CARE AG (ST.);2007;Sonstige;1;1;0,016108502;0,051051;0,051845514;0,22718338;0,035188391;0,286361701;-4,407168627;9,476135721;9,047708271;9,239683393;3,091042453;0,63407383;0;0,762691392;0
FRESENIUS SE (VZ.);2007;Sonstige;1;1;0,004119039;0,024795;0,042961863;0,311944593;0,038454978;0,3299086;-4,052883794;9,617404201;9,285169513;8,351183103;2,48490665;1;0;0,991812334;0
FUCHS PETROLUB AG (VZ.);2007;Sonstige;1;1;0,009800499;0,121911;0,056071941;0,104328483;0,023950633;0,135146088;-2,829254685;6,523121681;7,187883896;6,612524313;1,386294361;1;0;1,594913782;0
FUNKWERK AG;2007;IT;1;1;0,011645771;0,038017;0,042212506;-0,000942444;0,015043149;0,001310141;-1,757045814;5,230284748;5,487916544;4,997369524;1,791759469;0,49403282;1;0,226195477;0
GEA GROUP AG;2007;Industrials;0;1;0;-0,05925;0,001770052;-0,034250923;0,019996733;0,021430713;-2,946361524;8,507431541;8,377057455;8,134329257;3,135494216;0,70788418;0;0,995843188;0
GERRY WEBER INTL AG;2007;Consumer;1;1;0,02116523;0,09308;0,00052387;0,128135486;0,080822454;0,222961135;-3,870020038;5,478517508;6,09325008;6,003538786;1,945910149;0,555925404;1;1,122581526;0
GESCO AG;2007;Industrials;1;1;0,017597204;0,058372;0,006977429;0,197847897;0,050096971;0,285041339;-2,297838022;5,161523515;5,456717576;4,656156939;1,098612289;1;1;0,704848168;0
GFK SE;2007;Consumer;1;1;0,011426423;0,043624;0,077104975;0,171017911;0,014535854;0,314240504;-3,442344592;7,310666462;7,01405854;7,098844628;2,708050201;0,432152975;0;0,997755143;0
GFT TECHNOLOGIES AG;2007;IT;0;0;0;0,059915;0,003223788;0,361872613;0,010159142;0,027449784;-1,516032026;4,523910238;5,157201283;4,378789576;1,098612289;0,572285953;0;0,479570541;0
GILDEMEISTER AG;2007;Industrials;1;1;0,006380223;0,028433;0,060932109;0,16582456;0,028042956;0,239927509;-3,119591708;6,861561591;7,192160162;6,227794658;2,197224577;1;0;0,561460663;0
GRAMMER AG;2007;Consumer;1;1;0,011913275;0,046889;-0,000628867;0,024884789;0,054467488;0,168253058;-3,257893017;6,166595732;6,781000871;5,488564723;1,609437912;0,927012863;1;0,295895027;0
GRAPHIT KROPFMUEHL AG;2007;Sonstige;0;1;0;0,040732;0,040169119;0,061755277;0,030393799;0,283689864;-3,863639091;4,08478064;4,321898374;3,685425496;0,693147181;0,354513889;0;0,731891163;0
H&R WASAG AG;2007;Sonstige;1;1;0,017809951;0,110568;0,050958207;0,134246762;0,050658184;0,223658619;-3,193078628;6,016301052;6,611331106;6,494118278;1,945910149;0,490114189;0;2,128282627;0
HAWESKO HOLDING AG;2007;Consumer;1;1;0,024808682;0,064609;0,018698908;0,052884628;0,03178415;0,117530559;-3,44099306;5,146831466;5,712537372;5,288434744;1,098612289;0,519981886;0;0,969756233;0
HEIDELBERGCEMENT AG;2007;Sonstige;1;1;0,018007295;0,078396;0,094741007;0,024636026;0,039879229;0,188319367;-4,048591904;9,418853117;8,986844409;9,456608127;2,48490665;0,151799974;0;0,872049836;0
HEIDELBERGER DRUCKMASCHINEN;2007;Industrials;1;1;0,022825366;0,038623;0,065863694;0,064880962;0,050360079;0,160232718;-3,720213618;8,095870006;8,184656281;7,96353473;3,135494216;0,849033365;1;0,884796553;0
HEILER SOFTWARE AG;2007;IT;0;0;0;0,023989;0,028212085;0,415023283;0,005850437;0,001059439;-0,314190982;3,051644634;2,163139101;3,302539869;0,693147181;0,666260975;0;0,385936348;0
HENKEL AG & CO KGAA (VZ.);2007;Sonstige;1;1;0,006992268;0,06266;0,039324961;0,062009075;0,031783821;0,22299394;-2,664863255;9,498971994;9,452501929;8,834870243;3,433987204;0,446226209;0;1,111617181;0
HOCHTIEF AG;2007;Industrials;1;1;0,004965172;0,010855;0,010926924;0,127383911;0,084571681;0,117751035;-1,788585735;9,030676684;9,649112872;8,468992164;2,890371758;0,6876;0;0,905616613;0
HOEFT & WESSEL AG;2007;IT;0;0;0;-0,033676;0,046255358;-0,135132674;0,017239951;0,205521186;-3,407497451;4,300314827;4,303510886;3,536570461;0,693147181;0,457519416;0;0,076264599;0
HORNBACH HOLDING AG;2007;Consumer;1;1;0,001792305;0,03223;0,039979011;0,072152275;0,059809349;0,354949757;-1,940376289;7,518448138;7,841575468;5,851888637;1,098612289;1;0;0,276574584;0
HUGO BOSS AG (VZ.);2007;Sonstige;1;1;0,027714682;0,142436;0,049107838;0,13289494;0,098315023;0,152442937;-3,171746502;6,859800616;7,310232595;7,247503058;1,386294361;0,779588883;1;1,739770253;0
IBS AG;2007;IT;0;0;0;0,206717;0,057825042;0,099547553;0,027732427;0,031245728;-1,88235841;2,824706677;2,973435539;3,149113276;0,693147181;0,569471048;0;0,795591296;0
IDS SCHEER AG;2007;Sonstige;1;1;0,018083842;0,057741;0,050922907;0,107596215;0,010528467;0,07454145;-1,470821229;5,780088981;5,87003393;6,175318795;2,564949357;0,511426074;0;0,887831624;0
IFCO SYSTEMS NV;2007;Industrials;0;0;0;0,05612;-0,012350982;0,116127444;0,10590108;0,226475594;-3,240466426;6,548707522;6,472710988;6,316895687;0;0,232123009;1;0,864147434;0
IM INTERNATIONALMEDIA AG;2007;Consumer;0;0;0;-0,116955;0,651478923;0,674720956;5,58E-05;0,28232148;-1,95278102;5,083743243;3,810388872;2,969295286;0,693147181;0,905556729;0;0,15196616;0
INDUS HOLDING AG;2007;Industrials;1;1;0,025531462;0,031956;0,019906266;0,144912136;0,048210216;0,455528113;-2,273884605;6,802864653;6,74053709;6,227268812;1,791759469;0,65;0;0,913786024;0
INFINEON TECHNOLOGIES AG;2007;IT;0;0;0;-0,024966;-0,031529827;0,159652375;0,106182708;0,164885427;-1,701623787;9,322328874;8,978282203;9,064979848;3,63758616;1;0;0,48669118;0
INIT INNOVATION IN TRAFFIC S;2007;IT;1;0;0,027690441;0,098257;-0,060234983;0,081924628;0,02923567;0,075744561;-1,700360576;3,606638499;3,590660047;4,334462169;0;0,548904383;1;1,285424038;0
INTEGRALIS AG;2007;IT;0;0;0;0,032095;0,002150097;0,192893806;0,017352928;0,018485093;-1,848359279;4,511551575;4,918066686;3,891423403;0;0,821434775;1;1,034294173;0
INTERSHOP COMMUNICATIONS AG;2007;IT;0;0;0;-0,276725;-0,082659252;0,105922758;0,012831417;0,110921326;-1,853167234;3,142124362;2,984671326;3,616028286;0,693147181;0,943481053;0;1,683694683;0
ISRA VISION AG;2007;IT;1;0;0,013642654;0,081282;0,127914291;0,065164887;0,020910316;0,013642516;-1,728317563;4,470060406;3,864847537;4,527091844;1,386294361;0,720839096;0;0,325960484;0
ISRA VISION PARSYTEC AG;2007;Sonstige;0;0;0;0,041338;0,08242249;-0,194523296;0,008943516;0,031519985;-0,624064581;3,46407828;3,15755346;3,185712833;0,693147181;0,520704271;1;0,686246854;0
ITELLIGENCE AG;2007;IT;0;0;0;0,070951;0,021707272;0,163298426;0,075223077;0,122219403;-1,743508252;4,434547925;5,098463005;4,538593237;1,791759469;0,789928699;0;1,09815668;0
ITN NANOVATION AG;2007;Sonstige;0;0;0;-0,223503;-0,845358697;0,182331557;0,015501224;0,045973821;-0,594135855;3,607428046;1,760286002;4,705413331;1,098612289;1;0;1,357047984;0
JAXX SE;2007;IT;0;0;0;-0,14803;-0,297676794;0,841417174;0,185764066;0,111055568;-1,343246512;4,018704648;3,930275412;4,137426376;1,386294361;1;0;0,48591003;0
JENOPTIK AG;2007;IT;0;0;0;0,009824;0,032879237;0,167992721;0,034299606;0,34546171;-4,408069655;6,772690139;6,184435448;5,955111314;2,302585093;0,79369655;0;0,331759037;0
JERINI AG;2007;Sonstige;0;0;0;-0,25471;-2,315833587;0,317796788;0,031469612;0,013078108;-0,128299742;4,331259518;2,574442615;5,378406722;1,791759469;1;0;1,277521978;0
JETTER AG;2007;IT;0;0;0;0,104068;0,069738729;0,105590789;0,014284872;0,107879042;-2,024573104;3,263237149;3,223186521;3,538415715;0,693147181;0,410219503;0;0,858534679;0
JUBII EUROPE NV;2007;IT;0;0;0;0,00963;0,12456907;0,038786003;0,011705486;0,000811671;-0,943905789;5,204978742;4,411342689;5,023852626;0;0,356001062;0;0,670608255;0
JUNGHEINRICH - PRFD;2007;Industrials;1;1;0,00494258;0,037908;-0,013552622;0,060865534;0,031792454;0,321705167;-2,242822731;7,502503214;7,466270462;6,034857314;2,397895273;1;0;0,60476109;0
K+S AG;2007;Sonstige;1;1;0,02767096;0,106403;0,02642335;0,049196748;0,042941145;0,12306683;-3,782872911;7,948359146;7,992162823;8,12773782;2,890371758;0,893879356;1;1,10333256;0
KLOECKNER & CO SE;2007;Industrials;1;0;0,007355737;0,085792;-0,001096614;0,108465989;0,035390034;0,172649096;-2,976660743;7,844518218;8,618392541;7,517237298;1,609437912;0,354804252;0;0,985402243;0
KOENIG & BAUER AG;2007;Industrials;1;1;0,004668753;0,024584;0,020552271;0,07193361;0,038207764;0,101407914;-2,257840233;7,240076053;7,462731751;6,135323716;2,564949357;0,834060867;0;-0,02830566;0
KONTRON AG;2007;IT;1;1;0,018131738;0,06585;0,026316959;0,298734024;0,034399789;0,09559832;-1,728009251;5,893821398;6,003852499;6,347902528;2,397895273;0,935715161;1;0,849966371;0
KRONES AG;2007;Industrials;1;1;0,008762909;0,056128;0,016984385;0,11985644;0,040219579;0,026529948;-3,238868986;7,294593988;7,555284608;7,257130581;2,564949357;0,464406672;0;0,817564021;0
KUKA AG;2007;Industrials;0;0;0;-0,049231;0,032973912;-0,209458865;0,018384671;0,138059625;-2,66159749;6,97775138;7,060096036;6,437358292;2,833213344;0,751466165;0;1,657516234;0
KWS SAAT AG;2007;Consumer;1;0;0,017176956;0,062432;0,050393174;0,063252695;0,038640465;0,013676055;-2,540363823;6,413126115;6,28772844;6,469490009;1,386294361;1;0;0,622912804;0
LANXESS AG;2007;Sonstige;1;0;0,003046551;0,046103;0,017857143;-0,029234185;0,061561442;0,150304435;-3,202366016;8,344029572;8,845633256;8,077338442;2,890371758;0,949799695;0;0,830964861;0
LEIFHEIT AG;2007;Consumer;1;1;0,010847909;0,020187;0,000893145;-0,068487642;0,023611936;0,001813355;-3,560074209;5,320343011;5,622395252;4,559529308;0,693147181;0,4358;0;-0,159237385;0
LEONI AG;2007;Consumer;1;1;0,011270043;0,064784;0,030037796;0,308908685;0,051710352;0,240404913;-2,312735411;7,223461968;7,653610605;6,830080064;2,833213344;0,8;0;0,657669531;0
LINDE AG;2007;Sonstige;1;1;0,029102182;0,090511;0,003451251;0,321230962;0,036233687;0,322252325;-3,80848584;10,23981692;9,001222992;9,422172939;3,258096538;0,948387589;0;0,455924705;0
LINOS AG;2007;Sonstige;0;0;0;0,000072;0,054209629;0,067161329;0,088423793;0,15809546;-2,441855699;4,471581649;4,470300756;4,828336054;0;0,220609579;0;1,355377199;0
LOEWE AG;2007;Consumer;0;0;0;0,030353;-0,011320898;0,06914166;0,081328654;0,044851943;-3,519718017;5,384573041;5,834617736;5,353161863;2,079441542;0,712045507;0;1,187446228;0
LOGWIN AG;2007;Industrials;0;0;0;0,000991;-0,000274927;0,02777566;0,022899735;0,211195659;-2,66148414;6,816845404;7,545077862;5,781850334;2,197224577;0,497403005;0;0,018732986;0
LPKF LASER & ELECTRONICS;2007;IT;1;1;0,032748115;0,095995;-0,060180996;0,131708733;0,127873192;0,07970542;-2,585707235;3,788679539;3,683364273;4,202681057;1,386294361;0,673544584;0;0,830207922;0
LUDWIG BECK AM RATHAUSECK;2007;Consumer;1;1;0,007690371;0,013022;0,036563594;-0,003267332;0,023183042;0,355077368;-4,943964212;4,668210711;4,470289312;3,374228981;0,693147181;0,592857143;0;0,069547787;0
MAGIX AG;2007;IT;0;0;0;0,119064;0,064071756;0,262299647;0,073579597;0;-0,493187002;4,051245672;3,577612642;4,473497917;1,386294361;0,36281788;0;0,667916762;0
MAN SE (ST.);2007;Sonstige;1;1;0,021606866;0,062453;0,025365928;0,136942319;0,028833855;0,129506052;-2,574174515;9,632072453;9,476466782;9,257166797;3,36729583;0,849404855;0;1,06765268;0
MARSEILLE-KLINIKEN AG;2007;Health Care;1;1;0,014174462;0,028663;-0,025763287;0,020739443;0,009836042;0,33072432;-3,455451419;5,733559376;5,369896358;5,200815665;1,791759469;0,382727198;0;1,679675133;0
MASTERFLEX AG;2007;Sonstige;1;1;0,031153786;0,042536;0,00569547;0,276298272;0,053544593;0,349093679;-3,034986699;4,724897996;4,751052491;4,699998257;1,945910149;0,86983588;0;1,239860089;0
MAXDATA COMPUTER AG;2007;Sonstige;0;0;0;-0,189377;0,026894055;-0,227676309;0,016297368;0;-1,64958408;5,366200289;6,263017238;3,631427762;0,693147181;0,276344828;0;-0,79160765;0
MEDICLIN AG;2007;Health Care;0;0;0;0,035418;-0,029816049;0,021533481;0,067763996;0,295855578;-2,222995774;5,592475425;5,936209468;4,874311671;1,386294361;1;0;0,284857017;0
MEDIGENE AG;2007;Health Care;0;0;0;-0,07606;-0,179701512;0,461482427;0,033905042;0,005686799;-0,860602665;4,821377739;3,44118703;5,140309162;2,197224577;0,968692192;0;0,453546666;0
MEDION AG;2007;Consumer;0;1;0;-0,078219;0,000574592;-0,454016901;0,008481883;0,184141566;-1,134156387;6,737156738;7,380639755;6,057573556;2,708050201;0,451051262;0;0,154381086;0
MENSCH UND MASCHINE SOFTWARE;2007;IT;1;1;0,01110087;0,045451;-0,022138337;0,145917739;0,010693067;0,305425228;-3,248713175;4,274037668;5,137784698;4,1543529;1,386294361;0,415992385;0;1,523053298;0
MERCK KGAA;2007;Health Care;1;1;0,012330601;0,127814;0,125785455;-0,261682997;0,030771285;0,128606033;-2,868484078;8,999927935;8,398432178;8,499950239;3,091042453;1;0;1,584228065;0
METRO AG (ST.);2007;Sonstige;1;1;0,006228714;0,034746;0,017828034;0,044867241;0,054381098;0,222633821;-2,466621904;10,37941112;10,9729971;9,764738022;3,496507561;0,49780013;0;1,101679561;0
MOOD AND MOTION AG;2007;Consumer;0;0;0;-0,014568;-0,019936151;0,174251582;0,025225454;0,099522206;-1,759575897;2,734588264;3,53878014;2,399111805;0;0,80281294;0;0,556618348;0
MORPHOSYS AG;2007;Health Care;0;0;0;0,057972;0,24136546;0,459727258;0,027381491;0,000299955;-3,524976191;4,850803731;3,97088042;5,898909396;2,397895273;0,852352003;0;1,292747862;0
MTU AERO ENGINES HOLDING AG;2007;Industrials;1;1;0,018665673;0,029885;0,039607648;0,10163378;0,036006098;0,103334264;-3,416153473;8,043085151;7,789951337;7,72306633;2,995732274;1;1;1,391034371;0
MUEHLBAUER HOLDING AG & CO;2007;Industrials;1;1;0,048848303;0,163354;0,032693122;0,082637492;0,044353749;0;-2,740317986;5,16609369;5,079389915;5,326641799;1,609437912;0,475075649;0;1,23344504;0
MUELLER-DIE LILA LOGISTIK AG;2007;Industrials;0;0;0;0,069188;-0,039491022;0,109274944;0,133522115;0,313032517;-2,230237333;3,699332134;4,391357962;2,798369566;1,098612289;0,317636662;0;0,184553021;0
NEMETSCHEK AG;2007;IT;1;1;0,050148398;0,095351;0,150147468;0,084459708;0,00999243;0,00507709;-1,852000222;5,318766843;4,677314088;5,550498273;1,098612289;0,465246753;0;1,566175304;0
NET SE;2007;IT;0;0;0;0,399671;-0,040488401;0,164488489;0,008743298;0,043099719;-1,674881821;3,395682201;3,71235181;3,441938733;0,693147181;0,710681818;0;0,434082255;0
NEXUS AG;2007;Health Care;0;0;0;0,013919;-0,052141955;0,21902709;0,070714122;0,000833652;-2,92905717;3,942474613;3,262739589;3,86932926;0;0,81771137;0;0,132288506;0
NORDEX SE;2007;Industrials;0;0;0;0,037136;0,089929115;0,508296027;0,040853386;0,002617571;-1,243535624;6,125647915;6,241540153;7,336630278;1,386294361;1;0;2,351402495;0
OHB TECHNOLOGY AG;2007;Industrials;1;1;0,02104507;0,043398;-0,0848376;0,359954361;0,012461425;0,014479662;-1,673440914;5,661201991;5,094651635;5,185951222;1,609437912;0,605707396;0;0,90867389;0
P&I PERSONAL & INFORMATIK AG;2007;IT;1;1;0,154052378;0,122471;0,161254827;0,103998689;0,010755364;0;-0,937568297;4,165998335;3,911682948;4,913558228;0;0,333636364;0;1,25516994;0
PAION AG;2007;Health Care;0;0;0;-0,255297;-1,493259394;-0,586186945;0,006443153;0,094582642;-0,202851198;4,249209273;2,347462852;4,927914502;1,791759469;0,797386011;0;1,110808232;0
PANKL RACING SYSTEMS AG;2007;Consumer;0;0;0;0,001416;-0,043220448;0,125587171;0,04647801;0,317087708;-1,671992958;4,779400766;4,537191086;4,733842834;1,386294361;0,819958848;0;0,675748483;0
PARAGON AG;2007;IT;1;1;0,01113397;0,017589;0,038638189;0,323834863;0;0,412454624;-2,755951894;4,925919462;4,707934334;3,800830738;1,098612289;0,490153173;0;0,934595947;0
PC-WARE INFORMATION TECHNOLO;2007;Sonstige;1;1;0,005160941;0,030641;0,016710334;0,164286566;0,022438095;0,107782081;-1,86646763;5,249704687;6,386684014;4,427886199;1,098612289;0,553181077;1;0,295839384;0
PFEIFFER VACUUM TECHNOLOGY;2007;Industrials;1;1;0,123102895;0,192316;0,145890442;0,117935913;0,032719058;0;-0,805747134;5,127944143;5,190086068;6,336207809;2,564949357;0,894885721;1;1,407142848;0
PFLEIDERER AG-REGISTERED SHS;2007;Industrials;1;1;0,009369114;0,059606;-0,018002418;0,538380478;0,077117571;0,287741071;-3,657699313;7,224552366;7,260466377;7,091240701;2,397895273;0,890409931;0;1,013907236;0
PHOENIX SOLAR AG;2007;IT;1;0;0,004643083;0,066943;-0,128821405;0,068502218;0,010590022;0,003079254;-1,576007069;3,989158106;4,779074752;4,621106599;1,945910149;1;0;1,20949637;0
PLENUM AG;2007;IT;0;0;0;-0,01218;-0,0859113;-0,033859828;0,020592184;0;-1,148718059;2,42436015;3,278615349;2,600778995;0,693147181;0,624681545;0;0,981630681;0
PRAKTIKER BAU-UND HEIMWERK A;2007;Consumer;1;1;0,008254034;0,046035;-0,026679189;0,041372243;0,020715697;0,14454094;-1,399051224;7,543775339;8,058988512;7,329947309;2,890371758;1;0;0,479695939;0
PRIMION TECHNOLOGY AG;2007;IT;0;0;0;0,066248;-0,03863867;0,470722121;0,064980364;0,25509173;-3,035632868;4,089944898;3,53219348;3,793076956;1,098612289;0,994234234;0;1,203935299;0
PROGRESS-WERK OBERKIRCH AG;2007;Consumer;1;1;0,013313275;0,055084;0,045988489;0,025315833;0,076267404;0,216871926;-3,189172153;5,103001752;5,417605935;4,502472788;0;0,4988;0;0,271443477;0
PROSIEBEN SAT.1 MEDIA AG-PFD;2007;Consumer;1;1;0,04647202;0,121896;0,59332668;0,051685018;0,014832462;0,243940978;-3,414714365;7,566383994;7,647372792;7,941259251;3,135494216;0,749997715;0;1,51196826;0
PSI AG;2007;IT;0;0;0;0,004947;-0,026051368;0,004436146;0,015727317;0,004631259;-1,708179439;4,438643235;4,762498668;3,975588299;1,609437912;0,878560225;0;0,610099362;0
PULSION MEDICAL SYSTEMS-REG;2007;Health Care;0;0;0;0,152989;0,013289172;0,191341587;0,120959849;0,123412494;-1,824716464;3,123817613;3,196875585;4,143527587;0;0,94919533;0;1,486500885;0
PUMA AG;2007;Consumer;1;1;0,018099992;0,173397;0,04068884;0,287344265;0,04152154;0,037485555;-1,31756589;7,447051735;7,770307624;8,442558671;3,258096538;0,936046173;1;1,562087702;0
PVA TEPLA AG;2007;IT;0;0;0;0,040585;0,156539401;0,313756169;0,040566828;0,060844833;-1,603824772;4,095127589;4,25425008;4,806959142;1,098612289;0,356367816;0;1,601065219;0
Q-CELLS SE;2007;IT;0;0;0;0,178163;-0,069290999;0,588959865;0,091800421;0,042368638;-1,459979173;6,452787168;6,290637595;8,151376718;2,708050201;0,393274615;0;2,100015038;0
QIAGEN N.V.;2007;Health Care;0;0;0;0,071348;0,155619201;0,156265014;0,023641358;0,350644195;-1,035421971;7,100037068;6,143709126;7,525362608;3,044522438;1;0;1,202672293;0
QSC AG;2007;Sonstige;0;0;0;-0,024008;-0,005386215;0,30048378;0,042906187;0,093890991;-1,875142093;5,703479095;5,570334888;6,607886348;2,708050201;0,540385289;0;1,593781679;0
R STAHL AG;2007;Industrials;1;1;0,034694953;0,078039;-0,016036539;0,106667261;0,035193973;0,13417506;-1,628610715;5,121657751;5,118329086;5,406188562;1,609437912;0,470031056;0;1,151993196;0
RATIONAL AG;2007;Industrials;1;1;0,150289741;0,37156;0,155966472;0,14092735;0,038319121;0,019674188;-1,284078818;4,987428078;5,647924392;7,336413814;2,48490665;0,278627968;0;2,67471168;0
REALTECH AG;2007;IT;1;1;0,046974818;0,032177;0,042351812;0,083039751;0,009253586;0;-1,546965346;4,109835621;3,996000117;3,989713886;0,693147181;0,507535721;0;0,183981201;0
REPOWER SYSTEMS AG-REGD;2007;Industrials;0;0;0;-0,024679;-0,025802519;0,022833324;0,040034744;0,182456548;-1,406518373;5,617562421;5,793246813;6,788781966;1,609437912;0,610060878;0;2,184617638;0
RHEINMETALL AG;2007;Industrials;1;1;0,009920088;0,035503;-0,003857812;0,049424249;0,0542407;0,113745563;-2,82962375;8,112827479;8,196712407;7,736143415;2,890371758;0,968111111;1;0,91265666;0
RHOEN-KLINIKUM AG;2007;Health Care;1;1;0,013317159;0,058415;0,002224472;0,311409341;0,095373321;0,270840547;-2,419406288;7,590662712;7,566850724;7,679818371;2,708050201;0,836520264;0;1,141295166;0
ROHWEDDER AG;2007;Industrials;1;1;0,013824375;0,08311;-0,031973015;-0,459587664;0,023207362;0,106646588;-1,967977351;4,317541445;4,504465482;3,626964156;0,693147181;0,5978;1;-0,126695977;0
RUECKER AG;2007;Industrials;1;1;0,01512992;0,039528;0,033658158;0,0655349;0,031324981;0,241818484;-1,958404608;4,454498448;5,112836825;4,217716086;1,098612289;0,346342046;0;0,804519504;0
RWE AG (ST.);2007;Sonstige;1;1;0,042730925;0,037918;0,053392736;0,115726701;0,046966898;0,188464318;-3,510005776;11,44523532;10,66595089;10,66267488;3,610917913;0,888999914;1;1,228624996;0
SALZGITTER AG;2007;Sonstige;1;1;0,014967777;0,243345;0,025631413;0,166503779;0,032539043;0,02718414;-1,090421168;8,850457159;9,041591832;8,772705348;2,944438979;0,64831219;1;0,522092048;0
SANOCHEMIA PHARMAZEUTIKA AG;2007;Health Care;0;0;0;0,030233;0,047631622;0,040553478;0,022006345;0,167457465;-1,585095882;4,649981015;3,410982682;4,949283124;1,386294361;0,999217068;0;0,825983485;0
SAP AG;2007;IT;1;1;0,062074632;0,201554;0,158628766;0,098437104;0,03768966;0,005323803;-1,376555554;9,159362817;9,14772001;10,6879618;3,610917913;0,687129449;1;1,926618051;0
SARTORIUS AG (ST);2007;Sonstige;1;1;0,011137447;0,078033;0,053480164;0,073145438;0,061286;0,153105562;-3,84834449;5,933146638;6,255851764;5,897035861;1,386294361;0,910042735;0;1,460691794;0
SCHLOTT GRUPPE AG;2007;Industrials;1;1;0,014578712;0,022807;-0,019306689;-0,283350136;0,090057861;0,310476543;-5,220331434;6,27846889;6,05338715;4,971314414;1,609437912;0,612508059;0;-0,062268861;0
SECUNET SECURITY AG;2007;IT;0;0;0;0,077186;-0,12088412;-0,112095366;0,045332023;0,003130096;-1,210457869;3,342313951;3,597114981;3,856699495;1,098612289;0,236;0;0,906045658;0
SEDO HOLDING AG;2007;Consumer;0;0;0;0,093395;0,066089974;0,59121301;0,007741243;0,095774617;-3,239900258;5,019013433;5,17881116;6,137704625;1,098612289;0,182442601;0;2,615913643;0
SGL CARBON SE;2007;Industrials;0;0;0;0,045743;-0,044675848;0,10808909;0,050420452;0,225868635;-2,504772731;7,139501719;7,082380629;7,207882223;2,708050201;1;0;1,112469885;0
SHS VIVEON AG;2007;IT;0;0;0;-0,051032;-0,037872996;0,023322894;0,009607076;0,134460086;-2,877547095;3,927914071;3,731131625;3,025830425;0,693147181;0,502840909;0;-0,147598326;0
SIEMENS AG;2007;Industrials;1;1;0,019433516;0,03609;0,01520598;-0,126398038;0,045254165;0,16106983;-2,148199414;11,37971402;11,10476172;11,18092283;3,63758616;0,938924033;1;1,046601772;0
SINGULUS TECHNOLOGIES;2007;Industrials;0;0;0;0,032163;0,017472107;0,146968953;0,010241717;0,051175887;-1,956237516;5,98543893;5,645930879;5,935492389;2,890371758;0,994991701;0;0,345086149;0
SINNERSCHRADER AG;2007;IT;1;0;0,087563057;0,082721;-0,036026298;0,099891488;0,049438174;0;-1,792098017;2,712500285;2,761211749;2,981577917;0,693147181;0,642034133;0;0,536499224;0
SIXT AG (ST.);2007;Sonstige;1;1;0,012042981;0,045026;-0,048496634;0,07735911;0,006500002;0,380041995;-4,399991402;7,351060982;7,274570407;6,569930165;1,945910149;0,434751088;0;1,004996816;0
SKY DEUTSCHLAND AG;2007;Consumer;0;0;0;-0,118739;-0,131514141;-0,017943017;0,053431364;0,180441457;-3,925451869;7,208316064;6,961653328;7,152924908;2,890371758;0,852801789;0;0,696774152;0
SMARTRAC NV;2007;IT;0;0;0;0,169758;-0,107843324;0,734374053;0,130501365;0,018993476;-0,81078778;4,391135027;3,960146281;5,748061048;0,693147181;0,280888889;0;1,507579257;0
SOFTING AG;2007;IT;0;0;0;-0,065552;0,089846498;0,067163199;0,011281531;0;-1,933867119;2,94182504;3,16106873;2,696034973;0;1;1;0,174551326;0
SOFTWARE AG;2007;IT;1;1;0,157162291;0,117309;0,114500577;0,097653795;0,009413878;0,00291076;-1,372537399;6,467507714;6,179948328;7,437798581;2,944438979;0,69909175;0;1,393748158;0
SOLAR-FABRIK AG;2007;IT;0;0;0;0,037579;-0,17349676;0,352768725;0,030171423;0,134489808;-3,627270301;4,10846112;4,286245094;4,780371202;1,945910149;0,618024691;0;1,063136825;0
SOLARWORLD AG;2007;IT;1;1;0,021682847;0,179968;-0,400707623;0,369795097;0,100281281;0,150847229;-1,590829949;6,912155583;6,244644457;8,084039567;2,708050201;0,740395632;0;1,691582981;0
SOLON SE;2007;IT;0;0;0;0,056703;-0,141750583;0,543379548;0,032058658;0,316121559;-3,544719747;5,789675727;5,84752489;5,937315136;2,397895273;0,618447581;0;1,182882817;0
STADA ARZNEIMITTEL AG;2007;Health Care;1;1;0,026815293;0,052476;-0,03167423;0,1973563;0,012217278;0,350463191;-2,810194322;7,67332679;7,126930969;7,78537403;3,091042453;1;0;1,124552012;0
STRATEC BIOMEDICAL AG;2007;Health Care;1;1;0,024562811;0,153667;0,115882037;0,36913371;0,015616198;0,063005785;-1,560966343;4,045156069;4,225583329;5,63080841;1,609437912;0,607783629;0;1,943294468;0
